codigo,titulo,autor,descricao,preco,link_livro,link_pdf,link_epub,tem_versao_imprimivel
ctmefgs,Cristo el Mediador,Autor Desconhecido,"La Palabra de Dios declara: “Porque hay un solo Dios, y un solo mediador entre Dios y los hombres, Jesucristo hombre” (1 Ti. 2:15). Todo lo que ha hecho Dios para salvar a su pueblo de sus pecados en la Persona y obra de su Hijo se resume en la palabra 
mediador
. Esta se refiere a las glorias del Cristo que es nuestro Profeta, Sacerdote y Rey. Cristo el Mediador era en un tiempo una expresión común entre el pueblo de Dios y un tema frecuente de sermones y libros entre los pastores.
El puritano Thomas Goodwin escribió un tomo entero sobre el tema. En cambio, esto no sucede en el cristianismo actual. En vista de esto, estoy considerando la posibilidad de dedicar un número entero en los próximos años a cada oficio de Cristo: Profeta, Sacerdote y Rey. ¿Para qué? Para que los hijos de Dios amplíen su comprensión de la gracia y el conocimiento de nuestro Señor. El anhelo de nuestro corazón es que todos nuestros lectores adoren y sirvan a Jesucristo con un fervor siempre creciente al disfrutar de su Persona y su obra.
De la misma manera, porque tantos predicadores leen el 
Portavoz
, ansiamos ver a una generación nueva de predicadores y maestros que proclamen las glorias de esta gran salvación a través del único Mediador entre Dios y los hombres, Jesucristo hombre. Quiera el Señor, nuestro Dios soberano, usar esto para inspirar a muchos de ustedes a predicar una serie sobre este tema  tan importante.
Abundan tantas obras excelentes del pasado, por lo que decidir qué artículos incluir fue realmente difícil.
Thomas Watson y Thomas Boston aportan excelentes introducciones al tema; Charles Spurgeon predica sobre la importancia vital de un Mediador y, página tras página, John Gill se explaya sobre la plenitud de Cristo el Mediador. De seguro que estos nombres son conocidos para la mayoría de nuestros lectores. En cambio, William Whitaker (1547-1595) puede ser nuevo para algunos. Su extenso sermón es virtualmente un curso de Cristología. Aunque a algunos nos parezca un poco técnico, su mensaje es digno de ser estudiado con cuidado.
Whitaker fue un teólogo famoso en su época, más conocido por su defensa de la Escrituras en su obra 
A Disputation on Holy Scriptures against the Papists
 (Una disputa con los papistas sobre las Sagradas Escrituras), especialmente Bellarmine y Stapleton. Según dicen, Bellarmine el jesuita tenía un retrato de Whitaker en su despacho. Cuando le preguntaron el motivo respondió que Whitaker era el hereje más erudito que había leído jamás.",1.92,https://www.chapellibrary.org/book/ctmefgs/,https://www.chapellibrary.org/api/books/download?code=ctmefgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=ctmefgs&format=epub,SIM
vwomfgs,Feminidad virtuosa,Autor Desconhecido,"Entre las preguntas más cruciales y fundamentales registradas en la Palabra infalible de Dios está: “Mujer virtuosa, ¿quién la hallará?”. La pregunta misma destaca su escasez extrema. Y, como la mayoría de nosotros bien sabemos, más escasa, más valiosa: “Mujer virtuosa, ¿quién la hallará? Porque su estima sobrepasa largamente a la de las piedras preciosas.” (Pr. 31:10).
John Angell James contribuye con tres artículos a este número del 
Portavoz
: El primero describe la transformación y liberación de mujeres y culturas. El segundo revela que la misión de la mujer desde la creación no ha cambiado. Por último, el tercero testifica del poder relevante de la maternidad y da instrucciones provechosas, a fin de educar a nuestros hijos para Cristo. Charles Bridges pinta un retrato hermoso de la mujer virtuosa basado en Proverbios 31. Thomas Vincent presenta vívidamente a Cristo como el “mejor” esposo y llama a las mujeres jóvenes a desposarse con él. William Gouge lista cuatro gracias importantes que harán que la sumisión de la esposa honre a Cristo y luego da motivaciones excelentes con el fin de conmover su corazón para realizar esa buena obra. Algunas mujeres no tienen esposos ni hijos y W. K. Tweedie discurre sobre la obra extraordinaria que realizan para el Reino de Cristo. Jonathan Edwards ofrece consejos sabios a la mujer recién convertida con un breve extracto de unas de sus cartas. Y Jabez Burns culmina este 
Portavoz 
con pensamientos conmovedores sobre su abuela, quien, habiendo vivido como una mujer fiel y virtuosa pasó de esta vida a la gloriosa y santa presencia de Cristo.",1.78,https://www.chapellibrary.org/book/vwomfgs/,https://www.chapellibrary.org/api/books/download?code=vwomfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=vwomfgs&format=epub,SIM
ajats,Adoniram Judson y el llamado misionero,Erroll Hulse,"Adoniram Judson
 (1788-1850), el primer misionero foráneo de los Estados Unidos de Norteamérica, nació en Malden, Massachusetts, en 1788. Su padre era un ministro congregacional. Judson se hizó famoso como el mayor misionero bautista de Birmania, pionero del pueblo Birmano y traductor de la Biblia completa al birmano. Fama amontonada para él por la severidad de sus sufrimientos y su devoción ejemplificada en medio de ellos.",1.64,https://www.chapellibrary.org/book/ajats/,https://www.chapellibrary.org/api/books/download?code=ajats&format=pdf,https://www.chapellibrary.org/api/books/download?code=ajats&format=epub,SIM
wboos,"Libro en blanco, El",Carlos Spurgeon,"Este mensaje del evangelio ilustra la verdad del Salmo 51: 7, ""Lávame y seré más blanco que la nieve"". La ""hoja negra"" del libro señala la impureza de nuestro pecado, la contaminación que llega hasta las profundidades de nuestra humanidad. La ""hoja roja"" nos dice acerca de la sangre de Jesús, suficiente y eficiente para purgar la culpa y el poder del pecado de nuestras vidas. La ""hoja blanca"" nos muestra al pecador limpio, puro y blanco, lavado del pecado en la sangre de Jesús, ¡y eso para siempre!",0.52,https://www.chapellibrary.org/book/wboos/,https://www.chapellibrary.org/api/books/download?code=wboos&format=pdf,https://www.chapellibrary.org/api/books/download?code=wboos&format=epub,SIM
gjuds,"Juicio final, El",Carlos Spurgeon,"El juicio final es una doctrina fundamental del cristianismo, y una de las más solemnes. En este folleto, Charles Spurgeon arroja luz bíblica sobre varios de sus aspectos. Al presentar su tema, muestra que el gran juicio sigue inmediatamente después de la resurrección de los muertos para que puedan ser juzgados en sus cuerpos. Continúa indicando, en primer lugar, que nadie escapa a esta contabilidad final, ya que cada persona que haya vivido será juzgada; en segundo lugar, que el juez no es otro que Jesucristo mismo; en tercer lugar, que la base del juicio consiste en aquellas cosas que se hacen en el cuerpo; y finalmente, describe el resultado: ""el Señor otorgará a su pueblo una recompensa abundante por todo lo que hayan hecho"" y al impío el castigo eterno debido a sus acciones pecaminosas. Spurgeon señala rápidamente que los justos no merecen ninguna recompensa, sino que ""Dios les dio gracia para hacer buenas obras, luego tomaron sus buenas obras como evidencia de un corazón renovado y luego les dió una recompensa por lo que habían hecho "". Lo resume todo de esta manera,"" ... pecado es infierno y santidad es cielo "". Y termina con una súplica apasionada:"" Oh, que tengamos gracia, cada uno de nosotros, para correr a Cristo. Ahí está nuestra única seguridad"".",0.61,https://www.chapellibrary.org/book/gjuds/,https://www.chapellibrary.org/api/books/download?code=gjuds&format=pdf,https://www.chapellibrary.org/api/books/download?code=gjuds&format=epub,SIM
fworfgs,Adoración familiar,Autor Desconhecido,"¿Adoración en familia? ¿
Tan
 importe es? La Asamblea General de la Iglesia de Escocia así lo creía. En 1647 publicó el 
D
irectorio del culto familiar
 el cual dice que “la Asamblea aún requiere de los ministros y ancianos gobernantes, y les insta a que hagan una diligente investigación en las congregaciones que tengan a su cargo, por si existe entre ellos alguna familia o familias que tengan por costumbre desatender este necesario deber; y si es hallada alguna familia, el cabeza de familia será, en privado, primeramente amonestado para corregir su falta; y, en caso de continuar en ella, ha de ser grave y tristemente reprobado por la sesión (de ancianos y ministros); después de la tal reprobación, si todavía es hallado descuidando el culto familiar, que sea, por su obstinación en tal ofensa, suspendido y privado de la Cena del Señor…” ¿Excomunión por no observar el culto familiar? Sea que coincidamos o no con esta disciplina tan severa, esta demuestra la gran importancia que las iglesias le daban a la adoración de Dios en la familia. Sabían que a lo largo de la historia de las iglesias de nuestro Señor, la adoración en familia ha sido el sostén principal de la prosperidad, salud y vitalidad del cristianismo. Nuestra oración ferviente es verla hoy restaurada en el pueblo de Dios.
Este 
Portavoz de la Gracia 
contiene más artículos que de costumbre, pero cada uno tiene su lugar. El Prefacio de la 
Confesión de Fe
 de 1677/1689 (conocida también como 
Segunda Confesión Bautista de Londres
 o simplemente la “1689”) llama enérgicamente a remediar el estado decadente del cristianismo de aquella época. Luego el puritano Oliver Heywood la declara como remedio para las iglesias y los hogares en decadencia. En dos artículos distintos, J.W. Alexander describe la naturaleza e historia de la adoración en familia y el rol importante del padre de familia en dirigirla. Tres artículos por el puritano Thomas Doolittle explican lo que Dios significa para la familia, la importancia de la Palabra de Dios y siete razones por las que la familia debe orar. El famoso historiador eclesiástico J.H. Merle D’Aubigne nos exhorta con cinco razones vitales para adorar a Dios en nuestros hogares. El puritano John Howe nos ayuda a comprender el papel de la mujer en la adoración familiar cuando el padre no está presente o no puede dirigirla. Dos artículos especialmente conmovedores por el misionero escocés John G. Paton demuestran la importancia vital de que los padres de familia dirijan a sus hogares en la adoración a Dios y el impacto extraordinario que lo tuvo no solo sobre él sino también sobre los caníbales entre los que trabajó en las islas del Pacífico Sur. Joel Beeke, nuestro único autor contemporáneo, da instrucciones verdaderamente excelentes para implementar la adoración a Dios en nuestras familias.",1.78,https://www.chapellibrary.org/book/fworfgs/,https://www.chapellibrary.org/api/books/download?code=fworfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=fworfgs&format=epub,SIM
fathfgs,Paternidad,Autor Desconhecido,"Matthew Henry dijo: “Los jefes de familia, que dirigen los otros asuntos de la casa, deben también hacerlo con las cosas de Dios. Tienen que ser como profetas, sacerdotes y reyes en sus propias familias; y como tales, mantener el adoctrinamiento familiar, la adoración familiar y la disciplina familiar”. El jefe de la familia, en la época de Henry, realmente actuaba como cabeza del hogar, ya fuera como padre o como esposo. Los reformadores y puritanos se referían, a menudo, a los padres de familia como tales. La visión bíblica de la paternidad que surge de las páginas de las Escrituras es hermosa, majestuosa y santa. Es también muy extraña para la época en que vivimos.
Como destaca Henry, los padres deben dirigir su hogar en lo que respecta a las cosas de Dios. El perfil bíblico de un padre lo define como aquel que lidera a su familia de acuerdo con la Palabra de Dios. Él es el representante de Dios y Cristo. Esto significa que tiene que ser un hombre de oración, estudioso asiduo de la Palabra y de humilde santidad. Por su fe en Cristo, confiando en su gracia, dotado de poder por el Espíritu de Dios e informado por la Palabra, el padre debe inculcar y mantener la “doctrina familiar”. Esto significa que debiera ser capaz de enseñar a su familia las verdades de la Palabra de Dios. Debe practicar el “culto familiar”. Su hogar tiene que ser un lugar donde dirige a sus seres queridos en la adoración, del Trino Dios tres veces santo, en la oración, en la lectura de la Escrituras y en el canto. Y debe mantener la “disciplina familiar”. Esto significa que debe gobernar su hogar bajo Cristo, bendiciendo al obediente y castigando al desobediente; todo bajo la gracia, misericordia y el amor de Jesucristo el Señor. Debe aprender de Cristo, andar con Cristo y ser un modelo de la verdad de Cristo en su hogar.
¿Entendemos la paternidad de esta manera? Al igual que muchas otras doctrinas bíblicas, la de la paternidad está atravesando tiempos difíciles. Nuestra cultura decadente y perversa necesita una generación poderosa de padres de familia que se levante de las cenizas de autoritarismo, egocentrismo, feminismo y  toda clase de “ismos” que van en contra de los valores bíblicos necesarios para seguir a Cristo, cueste lo que cueste.
Con esto en mente, ofrecemos este número de Portavoz de la Gracia sobre 
la paternidad
. William Gurnall nos presenta este tema brevemente, describiendo las funciones de un padre como 
profeta 
para instruir a la familia,
 
un 
rey
 para gobernarla y un 
sacerdote 
para dirigir a la familia en la adoración a Dios. Arthur W. Pink luego nos ayuda a comprender que la paternidad es una responsabilidad y un privilegio. El padre cumple su papel al instruir a sus hijos, serles un modelo de la vida cristiana; disciplinándolos y orando por ellos. Juan Calvino explica la responsabilidad principal del padre. Richard Baxter escribe que, a fin de guiar correctamente a la familia para Cristo, el padre necesita la habilidad para gobernar, comprender lo que es la autoridad bíblica en su hogar y tener como un estilo de vida la santidad. Luego aprendemos de Nicholas Byfield que el padre tiene que ser piadoso. ¿Cómo se manifiesta esto? El autor nos lo dice dándonos una lista de señales que nos ayudan a identificar la obra de Cristo en sus corazones. Para ser “profeta” en su hogar, el padre tiene que enseñar la Palabra de Dios, dice Thomas Doolittle, y para ser eficaz en esa buena obra, él, como “sacerdote”, tiene que ser un hombre de oración. Cada padre de familia sabe que criar a los hijos en las enseñanzas de la Palabra, el amor y los consejos del Señor es una tarea difícil; por esta razón William Gouge escribe sobre la disciplina amorosa que el padre debe practicar como “rey” en su hogar. No obstante, Thomas Watson hace ver muy claro que los padres deben actuar con prudencia con sus hijos: de otra manera, pueden provocarlos a ira. Habiendo considerado todo esto, ¿qué pasos prácticos puede tomar el hombre para cumplir su papel? Richard Baxter comparte consejos claros, provechosos y bíblicos a los padres para que puedan reformar a sus familias en el nombre de Jesucristo. Por último, George Swinnock concluye este tema con una oración sincera y de corazón pidiendo al Señor que lo salvó que le ayude a ser el padre que ha sido llamado a ser.  
Si encuentra usted, bíblicos y provechosos estos artículos, por favor súmese a nosotros en orar que Dios el Padre quiera, por medio de la persona y obra de su Hijo y el poder de su Espíritu Santo, levantar a una generación poderosa de padres piadosos: Hombres que aman a Cristo, estudian su Palabra y están llenos de su Espíritu. Necesitamos hombres que amen a su esposa como Cristo ama a la Iglesia y que formen a sus hijos basados en las enseñanzas y los consejos del Señor. Padres comprados por sangre, llenos del Espíritu; nuestras familias los necesitan, nuestras iglesias los necesitan y nuestras comunidades los necesitan. Cuando nuestro bendito Padre celestial se propuso salvar a su pueblo perdonándoles sus pecados, cuando Cristo el Hijo vivió, murió y resucitó para salvarlos, y cuando el Espíritu Santo aplica su gran poder regenerador a sus vidas, no es que Dios esté solo redimiendo a pecadores, sino que estaba y 
está
 redimiendo también la paternidad. Quiera Dios que la visión hermosa y bíblica que tuvo Matthew Henry de la paternidad se convierta en una realidad en la actualidad.",1.78,https://www.chapellibrary.org/book/fathfgs/,https://www.chapellibrary.org/api/books/download?code=fathfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=fathfgs&format=epub,SIM
guess,¡El invitado!,Unknown,"Los peligros de la televisión y otros medios en nuestros hogares se presentan bien en este pequeño panfleto. ""TV"" es un invitado en el hogar que se pone a cargo y trae el mal de una manera sorprendentemente audaz, mientras que el padre se sienta sin decir una palabra. ¿Somos cuidadosos con lo que traemos a nuestros hogares? No pondré delante de mis ojos cosa injusta. Aborrezco la obra de los que se desvían; Ninguno de ellos se acercará a mí"" (Sal 101: 3).",0.05,https://www.chapellibrary.org/book/guess/,https://www.chapellibrary.org/api/books/download?code=guess&format=pdf,,SIM
totfs,Teologia de la Familia,Joel Beeke,"Este libro presenta una perspectiva de la familia mayormente olvidada por la iglesia moderna. Incluye a cincuenta y seis autores. Cada uno da un testimonio poderoso que la iglesia del siglo XXI necesita para recordar lo que antes creía acerca de la vida familiar. Estos autores traen una medida de las correcciones y el bálsamo necesarios para curar nuestra amnesia y volver al orden bíblico.


La misión del editor de este libro, NCFIC, es “proclamar la suficiencia de las Escrituras para la vida de la iglesia y de la familia”. Cree que estas dos instituciones —iglesia y familia — son críticas a la proclamación del evangelio, la declaración de la gloria de Dios y la demostración del amor de Cristo de una generación a otra. En este esfuerzo por proclamar la suficiencia de las Escrituras, proporciona recursos, conferencias y maneras de conectar a las personas que anhelan saber lo que la Biblia dice acerca de la Iglesia y la familia.


Nosotros los editores, creemos que la solución del problema es arrepentimiento, fe en Cristo y reforma. Debemos confesar nuestros fracasos y rechazar las tradiciones no bíblicas de los hombres que hacen que la Palabra de Dios sea ineficaz.


Nuestra oración ferviente es que Dios levante iglesias y familias donde las Sagradas Escrituras son honradas como la única regla de doctrina y práctica, a fin de que se sirvan y fortalezcan una a la otra para la salvación de las almas perdidas y para la gloria de nuestro Trino Dios.",21.00,https://www.chapellibrary.org/book/totfs/,https://www.chapellibrary.org/api/books/download?code=totfs&format=pdf,https://www.chapellibrary.org/api/books/download?code=totfs&format=epub,SIM
aborfgs,Aborto,Autor Desconhecido,"Nuestro anhelo es llamar a todos los que leen este número de Portavoz de la Gracia a clamar a Dios por esta abominación que mancha nuestra tierra con sangre inocente. Queremos una comprensión renovada entre el pueblo de Dios de lo que es este acto criminal y nuestra responsabilidad con respecto a esta catástrofe inconcebible. Este número de Portavoz comienza con una breve exposición del Sexto Mandamiento —‘No matarás’—por el predicador puritano Ezekiel Hopkins. Seguidamente, Peter Barnes nos presenta sobriamente la realidad y los métodos horrorosos del aborto, agregando un examen provechoso de las enseñanzas de la Biblia sobre el tema. R. C. Sproul presenta una investigación sobre las enseñanzas bíblicas de la santidad de la vida. George Grant nos brinda una breve historia de la matanza infantil y nos muestra bíblicamente por qué  los seres humanos producen con tanta frecuencia culturas de muerte; nos muestra también que la vida tal como debiera ser origina en Jesucristo. ¿Necesita usted respuestas para los argumentos que presentan los defensores del aborto? Joel Beeke nos brinda respuestas bíblicas, científicas y sabias a los argumentos comunes de los que favorecen la decisión de una mujer de dar muerte a su criatura. Después de esto, R. C. Sproul examina las Sagradas Escrituras para responder a la pregunta crucial: ‘Cuándo comienza la vida?’ La Palabra de Dios enfoca claramente esta calamidad que azota a nuestra nación, y Joel Beeke nos presenta declaraciones bíblicas importantes sobre el aborto. Parece que son pocos los cristianos que de hecho ven una conexión entre el aborto y el paganismo; no obstante, Ed Payne nos da la conexión bíblica y advierte seriamente sobre el juicio de Dios sobre el sacrificio infantil. Después de todos estos artículos aleccionadores y profundos, Charles Spurgeon nos lleva a Cristo y al gran perdón por grandes pecados, el Único que puede calmar y transformar una conciencia llena de culpa y manchada por el pecado.",1.78,https://www.chapellibrary.org/book/aborfgs/,https://www.chapellibrary.org/api/books/download?code=aborfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=aborfgs&format=epub,SIM
ctprs,Un llamado a la oración ,J. C. Ryle,"Un llamado a la oración fue una de las mejores obras recibidas de J. C. Ryle en su época y se ha mantenido así desde entonces. Es una exhortación directa a orar fervientemente y sin cesar. “Quiero que los tiempos en que vivimos sean tiempos de oración. Quiero que los cristianos de nuestros días sean cristianos orantes. Quiero que la iglesia sea una iglesia de oración. El deseo y la oración de mi corazón al enviar este tratado es promover un espíritu de oración. ""Quiero que aquellos que nunca oraron todavía, se levanten y clamen a Dios, y quiero que aquellos que sí oran, vean que no están orando mal"". - De la Conclusión",1.23,https://www.chapellibrary.org/book/ctprs/,https://www.chapellibrary.org/api/books/download?code=ctprs&format=pdf,https://www.chapellibrary.org/api/books/download?code=ctprs&format=epub,SIM
rpots,El principio regulativo de la Iglesia,Sam Waldron,"¿Espera Dios que lo adoremos de una manera particular? ¿Hay un plano para la iglesia? Sam Waldron da una clara afirmación mientras reúne estas preguntas relacionadas en una discusión perspicaz del principio regulativo. Dios llama a su iglesia a adorarlo de acuerdo con sus mandamientos y el ejemplo apostólico, no nuestras buenas ideas. La historia, el contexto bíblico, la función y las limitaciones del principio regulativo se discuten en detalle. Si bien el pueblo de Dios a lo largo de la historia a menudo ha visto que el principio regulativo se enfoca en la adoración, este estudio demuestra que un enfoque más bíblico también enfatizará que la iglesia, su organización y sus funciones también deben ser cuidadosamente reguladas por las Escrituras. Este énfasis ayuda a aclarar cuestiones y objeciones que se relacionan con esta doctrina vital.",2.05,https://www.chapellibrary.org/book/rpots/,https://www.chapellibrary.org/api/books/download?code=rpots&format=pdf,https://www.chapellibrary.org/api/books/download?code=rpots&format=epub,SIM
mothfgs,Maternidad,Autor Desconhecido,"El tema de este Portavoz de la Gracia es Maternidad, complemento del número anterior sobre Paternidad. Jabez Burns nos presenta la dignidad de la maternidad, algo a menudo olvidado en nuestra cultura. Thomas Benton explora la responsabilidad principal de una madre, un tema bastante extraño a la filosofía de vida pos cristiana. Peter Marshall desarrolla una especie de parábola moderna para mostrarnos nuestra necesidad desesperante de volver a una maternidad bíblica. Un congregacionalista escocés casi olvidado de nombre James Cameron, nos brinda tres artículos: instrucción bíblica de la niñez, aliento a las madres y un llamado a las madres a volver a Cristo. John Angell James nos de otra semblanza de instrucción infantil, mientras que el puritano Richard Adams aconseja a las madres sobre una disciplina cariñosa y sabia. Una versión muy editada de la carta de Elizabeth Joscelin subraya numerosos temas prácticos y espirituales para las madres. Y Charles Spurgeon tiene la última palabra, trazando un hermoso paralelo entre la maternidad y la responsabilidad de la iglesia de educar a sus niños.",1.78,https://www.chapellibrary.org/book/mothfgs/,https://www.chapellibrary.org/api/books/download?code=mothfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=mothfgs&format=epub,SIM
mortfgs,Mortificación,Autor Desconhecido,"El artículo inicial por Arthur Pink nos presenta la doctrina de mortificación. Le sigue John Flavel, explicando qué es y qué no es mortificación. Luego, Benjamin Needler nos enseña cómo buscar e identificar los deseos de la carne que nos son queridos. Los cristianos son los únicos que pueden realmente mortificar el pecado es el tema del artículo por Horatius Bonar. John Owen, escritor de un libro penetrante y provechoso sobre el tema, nos da directivas claras sobre cómo mortificar al pecado. David Martyn Lloyd-Jones nos muestra que no lo podemos lograr sin el poder del Espíritu Santo. Nuestra falta de atención a la mortificación acarrea muchos y grandes peligros; Ezekiel Hopkins, quien también escribió una obra importante sobre el tema, nos advierte de esos peligros. Ralph Erskine nos ayuda a discernir la diferencia entre la mortificación legal y la del evangelio. Por último, Christopher Love explica cómo podemos determinar si estamos o no en un estado de mortificación. Quizá sean necesarias varias lecturas para llegar al fondo de algunos de estos artículos, hermanos, pero las recompensas son abundantes.",1.78,https://www.chapellibrary.org/book/mortfgs/,https://www.chapellibrary.org/api/books/download?code=mortfgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=mortfgs&format=epub,SIM
gepufgs,El propósito eterno de Dios,Autor Desconhecido,"A fin de que el pueblo de Dios piense profundamente en estos temas, presentamos este número de Portavoz de la Gracia:  El propósito eterno de Dios. No todos los autores incluidos concuerdan  entre sí en todos los detalles; los lectores  diestros en asuntos teológicos lo notarán acá y allá. Pero todos estos autores —protestantes o bautistas— creen que el propósito eterno de Dios es el fundamento de la totalidad de nuestra salvación. David Martyn Lloyd-Jones introduce este tema sumamente profundo. Charles Spurgeon luego explica hermosa y conmovedoramente las partes, estipulaciones y los objetivos de los concilios eternos de Dios. ¿Cuál es la naturaleza de este acuerdo eterno? Patrick Gillespie lo describe, y Peter Bulkeley ofrece una breve lista de las promesas y los acuerdos tomados entre el Padre y el Hijo en la eternidad. La realidad bíblica del plan de Dios es explorado por R. B. C. Howell, y A. W. Pink muestra la importancia de la elección de Cristo como nuestro Mediador. Ahora bien, ¿es esto pura especulación o hay algún valor práctico en contemplar este tema? Thomas Brooks contesta esa pregunta con una exposición detallada de los acuerdos entre el Padre y el Hijo, que apunta a edificar y alentar al creyente. A. A. Hodge nos ayuda a ver que la única manera de comprender correctamente la expiación de Cristo es a través del cristal del propósito eterno de Dios. Y después, tenemos un segundo artículo en el que Spurgeon nos da una visión impresionante de la consumación del plan de Dios: la boda del Cordero. Para finalizar, Isaac Ambrose nos urge amar a Cristo profundamente porque planeó y acordó ser nuestro Salvador antes de la fundación del mundo. ¡Aleluya! ¡Qué Salvador!",1.78,https://www.chapellibrary.org/book/gepufgs/,https://www.chapellibrary.org/api/books/download?code=gepufgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=gepufgs&format=epub,SIM
revifgs,Avivamiento,Horatio Bonar,"Ofrecemos este número de Portavoz de la Gracia sobre Avivamiento. Horatius Bonar apasionadamente introduce el tema y lo define. David Martyn Lloyd-Jones, quien predicaba, escribía y oraba intensamente por un avivamiento, nos da los motivos del corazón que debemos cultivar para que haya un despertar espiritual. Spurgeon nos instruye sobre las maneras bíblicas de prepararnos para recibir tal bendición del bondadoso Dios. James W. Alexander nos insta a orar por un derramamiento del Espíritu de Dios y Robert Murray M’Cheyne describe esa poderosa obra. Luego, Spurgeon nos exhorta con ardor a suplicar que Dios demuestre su poder soberano y transformador. ¿Qué clase de hombres usa Dios para un avivamiento? Bonar, con visión y experiencia personal, describe la clase de hombres que nuestro Señor usa. No obstante, anhelar avivamientos y predicar sobre avivamientos no basta. Tenemos que predicar verdades eternales reales acerca de la Persona y obra de Jesucristo, nuestro Salvador crucificado y resucitado. William Reid, editor de un libro sobre los avivamientos que se extendieron por el Reino Unido, describe el tipo de predicación doctrinal que tenemos que declarar a hombres y mujeres si hemos de ver que Dios obre. Lloyd Jones nos sacude la conciencia sobre la importancia de predicar la justificación y regeneración como imprescindibles para la conversión de las almas. Por último, Jonathan Edwards, el hombre que fue un instrumento poderoso en avivamiento, nos ofrece un recuento de primera mano de cómo se manifiesta el inmenso poder transformador de Dios en un avivamiento.",1.78,https://www.chapellibrary.org/book/revifgs/,https://www.chapellibrary.org/api/books/download?code=revifgs&format=pdf,https://www.chapellibrary.org/api/books/download?code=revifgs&format=epub,SIM
ctj2s,Ven a Jesús,Newman Hall,"Escucha, querido compañero pecador. Dios te habla. El Padre dice: “Ven”. El Hijo dice: “Ven”. El Espíritu Santo dice: “Ven”. Muchos pecadores pobres que han aceptado el llamado se unen y dicen: “Ven a Jesús”.
Cuando estuvo en la tierra, lleno de piedad por los sufrimientos y pecados de los hombres, Jesús dijo con ternura: “Venid a mí todos los que estáis trabajados y cargados, y yo os haré descansar” (Mateo 11:28). ¿Estás cargado de culpa? Oh, entonces, ven a Jesús, y encontrarás descanso.",0.09,https://www.chapellibrary.org/book/ctj2s/,https://www.chapellibrary.org/api/books/download?code=ctj2s&format=pdf,,SIM
dguss,¿Usa Dios la enfermedad?,J. C. Ryle,"La enfermedad está en todas partes y llega a todos en este mundo pecaminoso. Todos nosotros experimentamos su fuerza molesta, debilitante e incluso mortal. ¿Puede algo tan doloroso como la enfermedad ser bueno? J. C. Ryle dice que sí! En la providencia de Dios en este mundo, la enfermedad es buena porque les recuerda a los hombres la muerte, les hace pensar en Dios, ablanda sus corazones, nos humilla ante Dios y pone a prueba nuestras profesiones de fe. Dado que la enfermedad proviene de la mano sabia y buena de Dios, incluso en un mundo tan pecaminoso como el nuestro, debemos responder a la enfermedad preparándonos para encontrarnos con Dios, soportar pacientemente la enfermedad que nos llega y ayudar a nuestros semejantes. ¿Qué harás cuando caigas enfermo? ¿Te quejarás? ¿O buscarás el consuelo del alma, así como la curación física, del Gran Médico de las almas? Cristo es el gran Señor, Salvador y Sanador. Adhiérete a Él en tus tiempos de enfermedad.",0.09,https://www.chapellibrary.org/book/dguss/,https://www.chapellibrary.org/api/books/download?code=dguss&format=pdf,,SIM
tbcos,¿Continuará?,Sam Waldron,"Lenguas! ¡Señales! Maravillas! ¿Están operativos en la iglesia hoy? Samuel E. Waldron construye un caso sistemático para el cese de los dones milagrosos, así como los oficios de apóstol y profeta. Desarrollando su argumento paso a paso, muestra que la Biblia es bastante clara sobre este tema. Si tiene dificultades para comprender lo que dice la Biblia sobre este importante tema, entonces este libro es una lectura esencial.",3.13,https://www.chapellibrary.org/book/tbcos/,https://www.chapellibrary.org/api/books/download?code=tbcos&format=pdf,https://www.chapellibrary.org/api/books/download?code=tbcos&format=epub,SIM
